20040824	NAME	WEIGHT	DESC	AAPO	YPD	Wort	RafA	Lova	HygB	GlyE	Calc	Caff	AntA	ActD	Alk-5g	Alk-15g	AraC	Arn	Ars	Ben	Bleo	Cis1	Cis4	CPTa	CPTc	Dox	Gal-5g	Gal-15g	H2O2	HU	Ida	IR	Lys	Mech	Mel	Min-5g	Min-15g	MMC	MMS	NaCl-5g	NaCl-15g	Nys-5g	Nys-15g	Oxa	SC	Sorb-5g	Sorb-15g	Thr	Tpt	TPZ	Trp	UVA	UVB	UVC
YKR096W	YKR096W	1	unknown function	-0.364	-0.024	-0.085	0.07	0.031	0.101	-0.146	0.048	0.032	-0.025	0.294	0.092	0.241	0.059	0.08	0.04	0.24	0.092	0.044	0.098	0.058	0.008	-0.034	0.001	0.022	-0.648	-0.004	-0.165	-0.036	-0.029	0.109	-0.027	-0.078	-0.01	0.074	-0.05	-0.031	-0.68	-0.246	-0.352	-0.143	-0.065	-0.247	-0.085	-0.078	0.012	-0.016	-0.066	-0.073	-0.024	-0.012
YLR047C	YLR047C	1	unknown function	-0.556	0	-0.024	0.183	-0.292	0.011	-0.205	0.069	-0.084	-0.055	0.127			0.061	0.022	-0.113	-0.117		-0.037	0.098	-0.059	-0.035				-0.813	0.121	-0.196	-0.031		-0.103	-0.018				-0.031										-0.077	-0.296		0.166	-0.06	-0.032
YNR027W	BUD17	1	bud site selection	0.066	0.064	0.054			-0.167			-0.142		0.178	0.276	0.378	0.118	-0.088		0.021		-0.012	0.098	0.085	0.032		0.117	0.167	0.151	-0.148	-0.065	-0.161	-0.043	-0.006	-0.01	-0.206	0.092		-0.475	0.423	0.503	0.001	-0.104	0.051	-0.007	-0.258	-0.575	0.003	-0.181	0.058	-0.043	-0.04	-0.056	-0.123
YOL117W	RRI2	1	adaptation to pheromone during conjugation with cellular fusion*	0.176	0.024	-0.239	0.019	-0.214	0.073	-0.145	0.1	0.018	-0.005	0.042	0.129	0.246	0.051	-0.029	-0.097	-0.015	0.05	0.031	0.098	0.23	0.005	-0.058	-0.021	0.122	-0.107	-0.128	-0.018	0.117	-0.035	0.106	0.032	-0.205	0.133	-0.03	-0.116	0.038	0.191	-0.004	0.079	-0.047	0.008	-0.514	-0.292	0.003	-0.017	-0.057	0.023	0.006	0.029	0.084
YDL239C	ADY3	1	protein complex assembly*	-0.179	0.063	0.127	-0.081	0.226	-0.091	-0.017	-0.095	-0.167	0.01	0.076	-0.286	-0.32	0.124	-0.041	0.084	0.011	0.155	0.047	0.099	-0.009	0.034	0.046	-0.216	0.021	-0.215	-0.106	-0.293	0.06	-0.315	0.196	-0.036	-0.125	0.119	0.177	-0.176	-0.111	-0.146	-0.268	-0.098	-0.011	-0.384	-0.206	0.039	-0.474	0.132	-0.01	-0.44	0.137	0.048	0.023
YDR294C	DPL1	1	sphingolipid metabolism*	0.382	0.015	-0.029	-0.04	-0.045	0.032	0.034	-0.343	0.058	-0.017	0.082	0.087	-0.046	0.079	-0.106	0.109	0.089	-0.015	0.035	0.099	-0.159	0.046	0.171	0.05	0.108	0.207	0.032	-0.169	0.024	-0.049	-0.038	0.034	-0.232	-0.279	0.026	0.031	0.1	-0.017	0.048	-0.028	0.218	-0.069	-0.059	-0.218	-0.05	-0.239	0.113	-0.121	0.06	0.011	0.012
YDR503C	LPP1	1	phospholipid metabolism	-0.145	-0.065	-0.061	-0.007	0.131	-0.003	-0.022	-0.009	-0.114	0.037	0.094	-0.141	-0.416	0.151	-0.063	0.273	-0.079	0.014	-0.006	0.099	0.111	0.023	0.02	-0.196	-0.132	-0.132	-0.106	-0.044	0.165	-0.227	0.08	0.009	-0.084	0.037	0.053	-0.169	-0.048	-0.087	-0.164	-0.179	0.064	-0.233	-0.172	-0.219	-0.233	0.021	0.003	-0.192	-0.132	0.267	0.22
YER110C	KAP123	1	protein-nucleus import	1.841	-1.349	-0.272		0.29	0.305	-0.226	0.91	0.44	-0.058	0.477	0.174	1.22	-0.2	-0.047	-0.16	0.594	0.144	0.257	0.099	0.213	0.143	0.244	-0.379	0.046	0.765	0.448	0.537	0.476	-0.258	0.278	0.288	0.278	1.262	0.03	0.71	0.469	0.506	-0.355	-0.163	0.198	-0.188	0.484	-0.298	0.097	-0.395	0.711	0.014	0.045	0.273	0.343
YFR020W	YFR020W	1	unknown function	-0.433	0.058	-0.045	-0.066	0.033	0.093	-0.015	-0.017	0.011	-0.02	-0.003	-0.034	-0.021	0.132	-0.091	0.002	-0.089	0.017	0.038	0.099	0.017	0.006	-0.1	0.013	0.155	-0.106	0.163	-0.108	0.007	-0.331	0.146	0.004	-0.042	-0.022	0.08	0.062	0.005	-0.053	-0.098	-0.071	0.159	-0.211	-0.05	0.06	-0.144	0.147	-0.089	-0.254	0.019	-0.044	-0.058
YGL026C	TRP5	1	tryptophan biosynthesis	-0.017	-0.41	0.003	-0.033	0.043	0.189	-0.101	0.095	0.109	-0.055	0.023	-0.562	-0.934	-0.04	0.142	-0.13	-0.148	-0.156	0.188	0.099	-0.016	0.054	-0.029	-0.354	-0.346	-0.051	-0.025	0.108	-0.283	-0.211	-0.062	-0.073	-1.61	-1.679	0.026	0.032	-0.233	0.167	-0.05	0.04	0.487	-0.287	-0.444	-0.712	-0.371	0.054	0.24	-1.791	-0.06	-0.015	-0.203
YGL090W	LIF1	1	double-strand break repair via nonhomologous end-joining	0.168	0.065	-0.284	-0.109	-0.124	-0.021	0.167	0.2	-0.012	0.253	0.06	0.031	0.071	0.117	-0.066	-0.088	0.068	0.015	0.032	0.099	0.034	0.045	0.035	0.076	0.187	0.439	-0.125	0.056	-0.063	-0.022	0.018	0.013	-0.462	-0.099	-0.041	0.013	0.059	0.03	-0.069	-0.192	0.057	-0.04	-0.462	-0.717	-0.124	-0.049	0.013	-0.112	0.027	-0.013	-0.043
YGL217C	YGL217C	1	unknown function	0.044	-0.054	-0.194	-0.153	0.073	0.047	0.098	0.039	0.041	0.139	-0.082	-0.134	-0.734	0.15	0.022	0.073	-0.082	0.031	0.041	0.099	0.022	0.005	-0.123	-0.028	0.006	0.123	-0.015	-0.177	0.001	-0.152	0.052	-0.034	0.092	0.068	0.046	0.047	-0.081	-0.002	-0.163	-0.241	0.071	-0.246	-0.014	-0.013	-0.307	0.081	-0.03	-0.275	-0.021	0.016	-0.011
YGR077C	PEX8	1	peroxisome organization and biogenesis*	0.067	-0.202	-0.025	-0.099	0.201	-0.081	0.071	-0.101	-0.115	0.024	0.209	0.164	-0.343	0.19	-0.13	0.076	0.021	0.071	0.018	0.099	0.059	0.013	-0.076	-0.073	0.015	-0.018	0.007	-0.063	0.244	-0.154	0.133	0.042	0.133	0.201	0.093	-0.106	0.185	0.216	-0.094	-0.152	-0.034	-0.219	0.01	0.209	-0.302	0.089	0.15	-0.221	0.118	0.236	0.227
YGR142W	BTN2	1	intracellular protein transport*	-0.022	0.016	-0.258	-0.073	-0.07	-0.001	0.027	0.041	-0.072	0.103	0.151	0.219	0.342	0.188	-0.152	0.114	0.052	0.114	0	0.099	-0.002	-0.035	-0.015	-0.02	0.152	0.068	0.063	-0.131	-0.055	-0.372	0.259	-0.011	-0.414	-0.037	0.084	0.117	0.25	0.282	-0.218	-0.149	-0.07	-0.335	-0.561	-0.445	-0.404	0.128	0.04	-0.338	0.075	-0.067	-0.126
YHR127W	YHR127W	1	unknown function	0.118	0.09	-0.07	-0.057	-0.184	0.237	0.008	-0.044	0.116	-0.015	-0.156	0.141	0.283	0.039	-0.016	-0.01	-0.148	-0.027	-0.036	0.099	-0.035	0.008	-0.027	0.195	0.231	0.193	0.068	-0.115	-0.038	0.04	-0.046	-0.014	0.083	0.12	0.023	0.014	0.267	0.435	0.052	0.085	0.024	0.064	0.033	0.046	0.02	0.092	-0.038	-0.025	0.018	-0.038	-0.031
YKR015C	YKR015C	1	unknown function	0.173	0.048	0.007	-0.096	0.161	0.073	-0.175	-0.085	0.041	-0.105	0.045	0.061	0.062	0.112	-0.03	0.26	0.024	-0.017	0.001	0.099	-0.014	0.072	-0.046	-0.033	-0.078	0.106	0.006	-0.111	0.132	-0.033	-0.112	-0.07	0.186	0.06	0.027	0.094	0.051	-0.007	0.042	0.019	0.002	-0.041	0.101	0.186	-0.052	0.061	0.041	-0.058	0.017	0.102	0.058
YPR009W	SUT2	1	regulation of transcription from Pol II promoter*	-0.219	0.006	-0.092	-0.212	0.175	-0.002	0.01	-0.135	-0.05	0.107	0.05	-0.063	-0.054	0.095	-0.042	-0.017	-0.084	0.007	-0.105	0.099	-0.102	0.128	-0.164	-0.083	0.191	-0.036	0.006	0.006	-0.001	-0.376	0.049	-0.135	0.091	0.025	0.002	-0.234	-0.004	-0.053	-0.276	-0.342	-0.035	-0.41	-0.055	0.072	-0.41	0.336	0.084	-0.455	0.084	-0.007	-0.045
YPR184W	GDB1	1	glycogen catabolism	0.447	-0.074	-0.16	-0.076	0.119	0.2	0.114	-0.184	0.033	0.025	0.51	0.118	0.302	0.186	0.004	0.04	-0.113	0.079	-0.005	0.099	0.108	0.034	0.264	-0.183	0.074	0.352	-0.156	0.331	0.08	-0.039	0.076	-0.007	0.019	0.213	0.067	0.182	-0.036	-0.007	-0.045	-0.162	-0.111	-0.094	-0.149	-0.204	-0.171	-0.017	-0.032	-0.098	0.017	0.025	-0.025
YDR102C	YDR102C	1	unknown function	0.083	0.012	0.139	0.054	0.055	-0.053	-0.348	-0.226	-0.082	-0.24	0.076	0.247	0.321	0.128	-0.077	0.175	0.071	-0.012	0.106	0.1	0.001	0.031	-0.011	0.107	0.022	0.174	-0.152	-0.081	-0.034	-0.136	-0.105	0.019	0.242	0.095	0.028	-0.239	0.284	0.334	-0.043	-0.553	0.192	-0.164	0.069	0.172	-0.174	-0.071	-0.054	-0.139	0.179	-0.013	-0.03
YFR047C	BNA6	1	NAD biosynthesis	0.125	0.048	-0.004	-0.146	0.123	0.147	0.017	-0.006	0.073	0.032	-0.084	-0.002	-0.141	0.076	0.009	0.134	0.002	0.016	0.075	0.1	-0.034	0.049	-0.095	0.061	0.079	0.334	0.016	0.083	0.03	-0.142	-0.175	-0.022	0.171	0.083	0.001	0.017	-0.051	-0.56	-0.163	-0.228	0.015	-0.237	0.078	0.016	-0.212	0.076	0.067	-0.227	-0.187	-0.001	-0.019
YGR040W	KSS1	1	protein amino acid phosphorylation*	0.28	0.07	-0.032	-0.142	-0.053	0.059	0	-0.269	-0.062	0.019	0.034	-0.141	-0.152	0.089	-0.002	0.141	-0.125	-0.039	0.045	0.1	0.007	0.137	-0.047	-0.189	0.132	0.126	-0.04	-0.216	-0.055	-0.436	-0.099	-0.056	-0.188	-0.182	-0.196	-0.316	-0.056	0.022	-0.4	-0.411	-0.051	-0.415	-0.101	0.087	-0.315	0.06	-0.083	-0.434	0.152	0.008	-0.009
YGR107W	YGR107W	1	unknown function	-0.064	0.075	0.081	-0.02	0.031	-0.011	-0.16	-0.054	0.053	-0.059	-0.016	0.133	-0.102	0.172	-0.039	0.204	-0.054	-0.005	0.084	0.1	0.016	0.004	-0.078	0.181	0.025	0.191	0.097	-0.063	-0.054	0.246	0.022	0.019	-0.599	0.022	0.055	0.007	0.065	-0.295	0.064	-0.181	0.072	0.165	-0.389	-0.804	0.057	0.019	-0.005	0.104	0.12	0.057	-0.097
YIR032C	DAL3	1	allantoin catabolism	-0.264	0.022	-0.061	-0.125	-0.031	0.078	0.03	-0.058	-0.018	0.204	-0.003	-0.077	-0.128	0.193	0.151	-0.056	0.032	0.056	0.105	0.1	-0.095	-0.014	-0.13	-0.203	0.065	0.008	-0.102	-0.335	-0.052	-0.103	-0.015	0.119	-0.201	0.043	0.005	-0.437	-0.046	-0.025	-0.069	-0.025	0.136	-0.089	-0.162	-0.161	-0.035	-0.019	0.093	-0.206	0.201	-0.019	-0.039
YKL061W	YKL061W	1	unknown function	0.254	0.043	0.114	-0.1	0.054	-0.029	-0.082	-0.213	0.03	-0.061	0.051	-0.058	-0.143	0.155	-0.025	0.181	-0.011	0.016	0.009	0.1	-0.001	-0.053	-0.124	0.051	0.029	0.506	0.011	-0.283	0.001	-0.145	-0.096	-0.034	0.016	-0.009	0.018	-0.055	-0.002	-0.052	-0.371	-0.514	0.034	-0.189	0.058	0.037	-0.282	0.1	-0.005	-0.179	0.132	0.007	-0.058
YKR061W	KTR2	1	N-linked glycosylation*	0.13	0.037	-0.034	-0.111	0.148	-0.01	0.109	-0.077	-0.086	0.105	0.08	0.134	0.035	0.1	-0.052	0.098	-0.079	-0.059	0.02	0.1	0.009	0.034	-0.105	-0.01	0.14	0.11	-0.056	-0.089	-0.024	-0.258	0.065	-0.02	0.054	0.128	-0.029	-0.156	0.082	0.176	-0.193	-0.185	0.071	-0.336	-0.331	-0.143	-0.397	0.023	0.005	-0.354	-0.055	0.014	-0.072
YKR091W	SRL3	1	"nucleobase, nucleoside, nucleotide and nucleic acid metabolism"	0.186	0.061	0.028	0.102	0.004	0.046	-0.116	-0.089	0.069	-0.173	0.046	-0.008	-0.052	0.088	-0.059	0.06	-0.122	0.125	-0.008	0.1	0.188	-0.01	-0.08	0.012	0.099	0.161	-0.004	-0.058	-0.074	-0.218	0.059	0.015	-0.293	0.019	0.001	0.061	-0.076	-0.049	-0.171	-0.236	-0.019	-0.205	-0.612	-0.431	-0.256	0.083	-0.244	-0.25	-0.169	-0.046	-0.048
YLR016C	YLR016C	1	unknown function	-0.102	0.073	-0.193	0.149	-0.194	0.059	0.068	0.223	0.036	0.044	-0.081	0.171	0.124	-0.192	-0.044	0.004	-0.129	0.027	0.076	0.1	0.065	0.036	0.154	0.149	0.11	-0.039	0.024	-0.056	0.143	0.006	0.146	-0.052	0.106	0.078	-0.002	0.188	0.13	0.067	0.223	0.208	0.036	0.108	0.013	-0.227	0.065	-0.004	0.258	0.133	0.192	0.147	0.181
YLR285W	NNT1	1	chromatin silencing at ribosomal DNA*	0.131	0.043	-0.132	-0.064	0.005	0.115	0.113	0.113	0.065	0.079	0.036	0.28	0.204	0.129	-0.011	0.027	-0.007	0.098	0.008	0.1	0.004	0.024	-0.052	-0.022	0.056	0.273	0.128	-0.127	0.02	-0.03	0.152	0.013	0.023	0.058	0.087	0.125	0.164	0.116	0.008	0.002	0.095	-0.015	-0.278	-0.238	-0.043	0.107	0.024	-0.025	0.101	-0.003	-0.05
YPR122W	AXL1	1	bud site selection*	0.05	0.046	-0.161	-0.058	-0.062	-0.01	0.136	0.004	-0.078	0.123	0.059	0.115	0.046	0.137	-0.037	0.137	-0.038	0.044	0.014	0.1	0.01	-0.019	-0.061	0.203	0.254	0.223	0.012	-0.075	-0.106	-0.164	-0.094	0.038	0.025	-0.027	-0.033	-0.164	0.122	0.132	-0.102	-0.212	0.2	-0.169	-0.03	-0.098	-0.152	0.008	-0.172	-0.156	-0.02	-0.092	-0.11
YCR024C-A	PMP1	1	cation transport	-0.411	0.012	0.048	-0.078	-0.242	0.26	-0.08	0.054	-0.447	-0.015	-0.217	-0.104	0.481	-0.106	-0.185	0.145	-0.839	0.101	0.151	0.101	0.095	0.138	0.156	-0.17	-0.227	0.001	-0.056	0.568	-0.147	-0.329	0.195	0.03	-0.065	-0.156	-0.112	0.078	-0.066	0.127	-0.098	-0.079	-0.031	-0.176	-0.158	0.147	-0.017	0.026	-0.064	-0.257	0.12	0.013	0.077
YGR282C	BGL2	1	cell wall organization and biogenesis	0.136	-0.055	0.094			-0.184			-0.171		-0.191	-0.223	-0.942	-0.086	-0.138	-0.1	0.042	0.029	-0.071	0.101	0.097	0.027	-0.185	-0.136	0.209	0.029	-0.201	-0.108	-0.068	0.038	-0.038	-0.1	-0.307	0.073	0.126	-0.356	0.321	0.359	-0.298	-0.469	-0.078	-0.118	-0.405	-0.462	-0.05	0.211	0.058	-0.141	0.134	-0.006	-0.083
YKL131W	YKL131W	1	unknown function	0.07	0.027	0.064	-0.122	0.041	0.095	-0.03	-0.165	-0.003	-0.01	0.047	0.082	0.061	0.125	-0.075	0.013	-0.035	-0.036	0.043	0.101	0.074	0.056	-0.044	-0.055	-0.062	0.259	0.016	-0.071	0.042	-0.175	0.063	0.006	0.16	0.042	-0.013	-0.088	-0.046	0.007	-0.067	-0.13	0.086	-0.213	0.04	0.101	-0.288	0.076	0.088	-0.161	0.047	-0.002	-0.029
YKR088C	TVP38	1	unknown function	0.107	0.006	-0.035	-0.037	0.144	0.055	0.028	-0.027	0.059	0.026	0.244	0.045	0.032	0.132	-0.001	0.047	0.113	0.132	0.026	0.101	0.092	0.004	0.034	-0.045	0.066	-0.088	-0.159	0.05	0.004	-0.264	0.158	0.029	0.025	0.115	0.019	-0.334	-0.013	0.055	-0.179	-0.113	0.13	-0.23	-0.14	0.07	-0.233	0.045	-0.064	-0.218	-0.136	-0.048	-0.037
YNR009W	YNR009W	1	unknown function	0.219	-0.044	-0.166	-0.039	0.102	0.039	0.175	0.008	0.064	0.041	-0.056	0.148	0.112	0.089	0.041	-0.043	0.369	-0.033	-0.043	0.101	0.023	0.045	-0.129	-0.117	-0.006	-0.07	0.157	-0.727	0.114	-0.099	-0.092	-0.009	0.044	0.098	-0.022	0	0.025	0.042	-0.055	-0.151	0.07	-0.098	0.019	-0.055	-0.138	0.035	0.036	-0.09	-0.006	-0.027	-0.063
YNR049C	MSO1	1	sporulation (sensu Saccharomyces)*	0.151	0.004	-0.316	-0.161	-0.024	-0.046	-0.099	-0.137	-0.131	0.023	0.219	-0.028	-0.046	0.047	-0.112	-0.311	0.045	0.075	0.007	0.101	-0.014	0.055	-0.025	-0.14	-0.124	-0.005	-0.109	-0.052	0.303	-0.139	0.166	-0.066	-0.026	0.029	0.027	0.081	-0.045	0.068	-0.156	-0.184	0.052	-0.042	-0.084	0.093	-0.164	0.324	0.027	-0.154	0.011	0.243	0.289
YBR272C	HSM3	1	mismatch repair	0.004	0.026	-0.098	-0.021	0.018	0.025	-0.052	-0.174	-0.115	-0.023	0.052	0.336	0.674	-0.088	0.034	-0.278	-0.011	0.116	0.122	0.102	0.059	-0.05	0.023	0.241	0.235	-0.435	-0.156	0.028	0.104	0.186	-0.017	-0.039	0.241	0.411	0.059	-0.173	0.381	0.769	-0.043	-0.058	0.07	0.172	0.122	0.058	0.19	-0.072	-0.132	0.182	-0.107	0.05	0.102
YDR063W	YDR063W	1	unknown function	0.065	0.021	0.004	-0.103	-0.007	-0.059	-0.061	-0.176	-0.179	-0.051	0.165	0.15	0.151	0.17	-0.106	-0.124	0.101	-0.049	-0.029	0.102	-0.071	0.055	-0.053	-0.219	-0.326	0.084	-0.078	-0.185	0.017	-0.238	0.195	0.021	0.007	0.032	0.004	-0.206	0.112	0.109	-0.137	-0.189	-0.022	-0.305	-0.17	-0.155	-0.29	0.179	0.03	-0.279	0.063	0.037	0
YFR033C	QCR6	1	aerobic respiration*	0.16	0	-0.036	-0.151	0.182	0.155	-0.529	0.104	0.155	0.152	-0.025	0.063	-0.071	0.022	0.057	0.24	0.13	0.04	0.002	0.102	0.073	0.038	-0.087	-0.297	-0.473	0.153	0.028	0.263	-0.001	-0.123	0.049	0.073	0.014	0.091	0.053	0.142	0.151	0.101	0.087	0.011	0.049	-0.143	0.052	0.154	-0.143	-0.191	0.069	-0.099	-0.09	-0.05	-0.051
YGR212W	YGR212W	1	unknown function	-0.134	0.014	-0.102	-0.166	0.1	0.207	0.056	0.044	0.132	0.103	0.092	0.059	0.123	0.112	-0.022	0.135	-0.071	0.06	0.121	0.102	-0.032	0.053	0.094	-0.145	-0.134	0.15	0.071	-0.082	0.006	-0.02	0.007	-0.022	-0.064	-0.015	0.065	0.149	0.131	0.07	0.013	0.022	0.229	0.032	-0.059	-0.161	0.056	0.037	0.01	-0.024	-0.049	0.019	-0.017
YGR268C	HUA1	1	actin cortical patch assembly	-0.104	0.1	-0.039	-0.128	0.252	-0.036	0.035	0.04	-0.033	0.142	0.055	-0.266	-0.524	0.132	-0.121	-0.138	0.173	0.019	-0.072	0.102	-0.095	0.058	-0.046	-0.041	0.206	0.018	-0.075	-0.378	-0.023	-0.263	0.207	0.076	-0.119	0.079	0.056	-0.177	0	-0.345	-0.155	-0.21	-0.042	-0.765	-0.265	-0.137	-0.169	0.12	0	-0.351	-0.19	0.051	-0.066
YKL137W	YKL137W	1	unknown function	0.121	0.03	0.063	-0.237	0.283	-0.024	-0.334	-0.135	-0.005	0.044	0.067	-0.038	-0.125	0.157	-0.086	0.117	-0.007	0.034	0.048	0.102	0.242	0.169	-0.065	-0.058	-0.088	0.307	0.047	0.165	0.008	-0.252	0.064	0.153	0.031	-0.069	0.063	-0.023	-0.039	-0.102	-0.091	-0.276	0.042	-0.293	-0.005	0.014	-0.287	0.071	0.142	-0.236	0.042	-0.029	-0.005
YKR018C	YKR018C	1	unknown function	0.175	0.055	0.025	-0.199	0.112	-0.078	-0.087	-0.164	-0.137	-0.017	0.002	0.271	0.288	0.119	-0.146	0.205	-0.017	0.108	-0.002	0.102	0.049	-0.023	-0.096	0.089	0.128	0.29	-0.116	-0.056	0.056	-0.379	0.115	-0.018	0.14	0.133	0.106	-0.311	0.255	0.207	-0.336	-0.434	-0.034	-0.381	0.02	0.124	-0.447	0.014	-0.085	-0.368	-0.046	0.013	-0.035
YLR408C	YLR408C	1	unknown function	0.153	0.049	0.044	0.01	-0.091	0.034	-0.119	-0.17	0.081	-0.127	-0.021	0.196	0.22	0.188	0.062	0.119	-0.123	0.014	0.023	0.102	-0.02	-0.047	-0.129	0.101	0.093	0.357	-0.014	-0.119	0.058	0.018	0.041	0.022	0.314	0.146	0.043	-0.146	0.092	0.129	-0.094	-0.09	0.036	0.001	0.094	0.142	-0.088	0.055	-0.105	0.041	-0.143	-0.034	-0.022
YOR333C	YOR333C	1	unknown function	0.44	-0.022	-0.197	-0.135	-0.231	0.003	-0.384	0.082	0.061	0.305	-0.189	-0.04	-0.408	-0.027	-0.132	0.052	-0.067	0.063	0.124	0.102	0.085	-0.107	0.062	0.08	-0.068	0.438	-0.174	-0.195	0.054	-0.21	0.312	-0.026	0.029	-0.107	-0.051	0.192	0.219	0.381	-0.015	0.015	0.18	-0.143	-0.003	-0.118	-0.109	0.223	-0.001	-0.098	-0.03	0.009	0.042
YPL137C	YPL137C	1	unknown function	-0.345	-0.153	-0.183	0.185	-0.03	0.07	0.273	0.297	0.043	0.275	0.09	-0.395	-0.134	0.39	0.082	0.328	-0.022	0.148	0.237	0.102	0.118	0.003	0.107	-0.037	0.225	-0.59	0.025	0.299	-0.123	-0.274	0.045	0.194	-0.733	-0.096	0.002	0.324	-0.218	0.611	-0.341	-0.047	0.232	-0.122	-0.754	-0.88	-0.22	0.056	0.068	-0.261	0.037	-0.073	-0.079
YDR203W	YDR203W	1	unknown function	-0.448	-0.208	0.042	-0.034	-0.219	-0.152	-0.55	-0.494	-0.161	-0.095	-1.52	-0.381	-0.865	0.059	-0.1	0.025	0.2	-0.129	0.219	0.103	-0.019	0.024	-0.749	-0.322	-0.958	-0.452	-0.049	-0.628	0.085	-0.192	0.104	0.118	0.027	-0.155	-0.024	-0.084	0.19	0.717	-0.717	-0.984	0.029	-0.367	0.052	-0.081	-0.256	-0.048	-0.522	-0.253	0.238	0.084	0.078
YGL149W	YGL149W	1	unknown function	0.234	-0.101	-0.011	-0.046	0.178	-0.057	-0.086	-0.078	-0.12	-0.166	0.202	-0.848	-0.736	0.165	-0.013	-0.083	0.393	0.046	0.019	0.103	0.138	-0.234	-0.018	-0.074	-0.004	0.349	-0.202	-0.022	-0.091	-0.121	0.339	-0.079	-0.528	-0.623	0.094	-0.025	-0.737	-0.591	-0.035	-0.113	0.039	-0.154	-0.726	-0.605	-0.186	0.053	-0.027	-0.262	0.385	0.032	0.048
YGR187C	HGH1	1	unknown function	0.439	-0.553	-0.168	0.089	0.379	-0.063	0.195	0.025	0.22	-0.076	0.308	0.06	0.54	0.116	0.106	0.295	0.006	0.124	0.194	0.103	0.071	-0.009	0.174	-0.186	-0.406	0.566	0.217	0.192	0.216	0.218	0.06	-0.061	0.017	0.374	0.179	0.327	0.193	0.494	0.307	0.31	-0.036	0.194	0.019	0.163	0.315	0.044	0.104	0.135	0.009	0.084	0.176
YGR243W	FMP43	1	unknown function	0.059	0.041	-0.06	0.053	0.011	0.028	-0.115	-0.023	-0.073	-0.093	0.095	0.038	-0.056	0.14	-0.041	0.083	0.072	0.031	0.036	0.103	-0.014	-0.058	-0.065	0.035	-0.022	-0.071	-0.045	-0.112	0.037	-0.069	0.135	0.027	0.147	-0.044	0.031	-0.152	0.004	-0.043	0.023	-0.045	0.051	-0.074	-0.025	-0.026	-0.14	0.057	0.009	-0.07	-0.173	0.051	0.03
YKL056C	YKL056C	1	unknown function	0.856	-1.113	0.067		0.526	0.137	0.528	-0.637	0.494	-0.112	0.46	-0.311	-0.505	0.161	0.204	0.323	-0.038	0.151	0.092	0.103	0.059	0.009	0.186	-0.047	0.351	0.855	0.038	0.456	-0.083	-0.161	0.087	0.058	-0.222	0.287	0.168	0.306	-0.044	0.723	-0.111	0.054	0.14	-0.188	-0.029	-0.188	-0.353	0.039	0.249	-0.113	-0.174	0.015	0.076
YKL081W	TEF4	1	translational elongation	0.041	-0.038	-0.015	-0.154	0.157	0.022	0.025	-0.002	-0.069	0.045	-0.105	-0.166	-0.386	0.051	-0.118	-0.037	0.021	0.091	0.154	0.103	0.045	0.119	-0.197	0.058	0.234	0.288	0.15	-0.026	0.026	-0.388	0.09	0.05	-0.085	-0.072	-0.008	0.126	-0.103	-0.081	-0.362	-0.367	0.062	-0.446	-0.22	-0.197	-0.425	0.155	0.004	-0.479	0.207	0.001	-0.055
YNR015W	SMM1	1	tRNA processing*	0.03	0.083	-0.087	-0.045	0.163	0.112	0.032	-0.128	0.054	-0.031	-0.003	-0.144	-0.821	0.111	-0.03	0.098	0.025	-0.031	0	0.103	0.067	0.052	-0.21	-0.16	-0.038	0.085	0.029	-0.214	0.011	-0.193	0.086	0.002	-0.006	0.041	0.102	0.011	0.042	-0.026	-0.165	-0.238	0.096	-0.234	-0.098	0.074	-0.109	0.146	0.026	-0.281	0.095	-0.014	-0.046
YPL068C	YPL068C	1	unknown function	0.74	-0.552	0.12	0.195	0.328	0.311	0.251	0.311	0.232	-0.155	-0.046	0.097	0.416	-0.146	0.28	-0.338	0.524	0.098	0.164	0.103	-0.085	-0.152	-0.032	0.156	0.578	0.572	0.118	0.442	0.2	0.226	-0.104	0.042	-0.112	0.156	0.199	0.337	0.01	0.793	0.342	0.4	-0.008	0.251	-0.022	-0.212	0.215	-0.28	0.568	0.129	0.006	0.226	0.331
YBR074W	YBR074W	1	unknown function	-0.112	0.064	-0.059	-0.069	-0.02	-0.031	0.082	0.129	-0.02	0.104	-0.066	0.083	0.049	0.1	-0.006	0.017	-0.039	0.033	0.091	0.104	-0.001	-0.062	-0.012	0.143	0.146	-0.104	-0.017	-0.02	-0.074	0.096	-0.045	-0.025	-0.166	-0.057	0.024	-0.31	0.135	0.122	-0.091	-0.135	0.053	0.079	-0.198	-0.364	0.057	-0.014	0.03	0.083	0.096	-0.058	-0.051
YBR264C	YPT10	1	Golgi organization and biogenesis	0.184	0.018	0.055	0.142	0.03	0.143	-0.056	0.071	0.132	-0.089	-0.007	-0.281	-0.25	0.057	-0.135	0.161	0.028	0.015	0.089	0.104	-0.028	0.038	-0.038	-0.384	-0.39	0.016	0.071	-0.054	-0.039	-0.042	0.116	-0.007	-0.167	0.133	0.044	0.212	-0.158	0.019	-0.036	0.129	0.232	-0.054	-0.133	0.09	-0.131	0.151	-0.001	-0.087	-0.173	-0.01	0.022
